ID,Geschlecht,Größe
"Suarez, Dazmine",Female,170
"Miller, Thaddeus",Male,182
"Shabazz, Anyssa",Female,154
"Sher, Justin",Male,180
"Lacy, Peter",Male,185
"Shen, Danny",Male,192
"Eddy, Kerrie",Female,163
"Robinson, Melissa",Female,149
"Gradisar, Olivia",Female,158
"Creager, Jamie",Female,158
"Phipps, Gregorio",Male,179
"Geraldo, Zachary",Male,173
"Bradley, Cameron",Male,175
"Martin Cordoba, Marianna",Female,156
"Bell, Jennifer",Female,170
"Lai, Cody",Male,174
"Fifita, Robel",Male,184
"Lizama, Nicole",Female,170
"Brown, Marriah",Female,172
"Moon, Brandon",Male,164
"Guzman, Melenaite",Female,149
"Sanchez, Samantha",Female,166
"Lawrence, Alex",Male,176
"Delgado, Sarahjanae",Female,161
"Halliburton, Jalaka",Female,159
"Bae, Kedar",Male,189
"Boothe, Charise",Female,174
"Lawrence, Joanne",Female,161
"Janney, Jenea",Female,159
"Aquino-Benitez, Breaunna",Female,173
"Rosser, Jeremy",Male,188
"Wang, Fletcher",Male,190
"Leong, Sepehr",Male,186
"Le, Chanthany",Male,184
"Davis-Sloan, Jesus",Male,192
"Armstrong, Andres",Male,176
"Mcguire, Safiullah",Male,195
"Jones, Mario",Male,163
"Hiraki, Tre",Male,173
"Carrillo, Breanna",Female,162
"Boakye, Tashena",Female,170
"Chavez, Sravya",Female,168
"Bancroft, Garitt",Male,168
"Dominguez, Thao Kim",Female,168
"Andrews, Adrey",Female,159
"Johnson, Brandon",Male,170
"Talley, Phillip",Male,176
"Simkins, Autumn",Female,151
"Nguyen, Kevin",Male,191
"Sharif, Corey",Male,171
"Guzman, Shauntece",Female,160
"Rodriguez, Katherine",Female,175
"Edwards Jr, Derek",Male,163
"Rediros, Phillip",Male,181
"Mata, Destinee",Female,160
"Zamora, Austin",Male,173
"Aberle, Michaela",Female,162
"Athwal, Anthony",Male,182
"Johnson, Alek",Male,187
"Stewart, Aliciya",Female,167
"Williams, Nicolas",Male,171
"Huffman, Orquidea",Female,165
"Lewis, Andrew",Male,187
"Bonton, Joshua",Male,181
"Kim, John",Male,176
"Liu, Bazin",Male,184
"Brisbane, Keeman",Male,172
"Caballero, Chelsea",Female,160
"Abdulhussein, Matthew",Male,171
"Leach, Isaac",Male,176
"Valdez, Lance",Male,170
"Tran, Zackeree",Male,191
"Thao, Victor",Male,162
"Hamilton, Mardi",Female,171
"Gonzales, Mario",Male,184
"Garcia, Abigail",Female,166
"White, Craig",Male,176
"Welsh, Ian",Male,179
"Robles Briones, Danielle",Female,177
"Allen, Taryn",Female,170
"Sherman, Indra",Female,150
"Vue, Jevin",Male,179
"Wilson, Alexandra",Female,164
"Lam, Kordell",Male,173
"Thao, Sin-Woo",Male,181
"Crable, Christina",Female,176
"Garcia, Saman",Female,160
"Elpuz, Anthony",Male,174
"Sargent, Treici",Female,164
"Salazar, Jazmyn",Female,168
"Voss-Parris, Joseph",Male,185
"Pansze, Marissa",Female,165
"Polk, Tyler",Male,173
"Wetmore, Jordyn",Female,172
"Griswold, Jordan",Female,171
"Trujillo, Katelyn",Female,156
"Garcia, Alec",Male,174
"Chapa, Kelly",Male,190
"So, Isiah",Male,192
"Ramirez, Andrew",Male,173
"Garduno, Autaum",Female,166
"Bowman, Deion",Male,186
"La'A, Adrian",Male,185
"Madden, Brittani",Female,164
"Roy, Chris",Male,174
"Southard-Lujan, Beatriz",Female,164
"Ross, Emilio",Male,178
"Yang, Thewodros",Male,186
"Robinson, Fernando",Male,185
"Makris, Sabrina",Female,170
"Humphrey, Adam",Male,176
"Embry, Wayne",Male,183
"Najera, Tiffany",Female,160
"Brito, Jowan",Male,186
"Oglesby, Aiyana",Female,148
"Anderson, James",Male,174
"Mcneace, Gerardo",Male,182
"Schwery, Stephen",Male,173
"De Santiago Valle, Raegan",Female,179
"Carney, Jacqueline",Female,163
"Archuleta, Anabelle",Female,164
"Ervin, Jessica",Female,160
"Moala, Noel",Male,159
"Park, Alexander",Male,183
"Sowards, Jaclyn",Female,175
"Flemons, Luna",Female,159
"Camposano, Onyx",Female,172
"Shrestha, Bailey",Male,177
"Estrada, Caroline",Female,170
"Martinez, Raijaun",Female,155
"Trujillo, Sarina",Female,160
"Clemensen, Ramona",Female,158
"Cozad, Daniella",Female,157
"Bencomo, Marina",Female,162
"Guo, Jevon",Male,174
"Chanthavongsa, Eric",Male,185
"Gonzalez, Brianna",Female,157
"Sandoval, Nicole",Female,165
"Jacquez, Lucy",Female,164
"Lee, Caroline",Female,160
"Skrzypek, Lindsey",Female,156
"Luch, Jenesha",Female,160
"Gay, Ryan",Male,172
"Manriquez, Siobhan",Female,156
"Pino, Vileasha",Female,167
"Gross, Kayla",Female,166
"Langridge, Kraig",Male,185
"Tran, Gary",Male,172
"Meeker, Tristin",Male,180
"Perez, Samantha",Female,155
"Nghiem, Alexander",Male,179
"Moktader, Shanhuan",Male,182
"Preciado Alvarez, Lasharelle",Female,152
"Mccoy, Sean",Male,184
"Bryant, Ruth-Ann",Female,162
"Moore, Paul",Male,182
"Aguilar, Avery",Female,159
"Wilson-Perez, Temo",Male,188
"Fitch, Jeremy",Male,174
"Akiyama, Tue",Male,173
"Perez, Mija",Female,160
"Weaver, Yakira",Female,168
"Petersen, Randi",Female,168
"Yep, Joseph",Male,179
"Mebane, Jason",Male,177
"Nguyen, Mitchell",Male,175
"Bobian-Casey, Jnai",Female,163
"Campos, Destiny",Female,161
"Hernandez, Anna",Female,172
"Diaz, Sarah",Female,164
"Mantripragada, I K N Clinton",Male,179
"Diego, Maliek",Male,181
"Russell, Lauren",Female,162
"Bartelt, Jason",Male,176
"Hackett, Manuela",Female,157
"Hu, Shashank",Male,171
"Ho, Essevan",Male,172
"Nguyen, James",Male,170
"Cotton, Sergio",Male,166
"Tiatia, Tokuryu",Male,157
"Heller, Samantha",Female,149
"Nguyen, Don",Male,180
"Lizer, Christopher",Male,170
"Vu, Matthew",Male,183
"Smith-Trent, Matthew",Male,186
"Waltonallen, Manuel",Male,176
"Gutierrez, Mary",Female,172
"Miller, Cecilia",Female,157
"Luck, Lauren",Female,164
"Patterson, Julian",Male,170
"Cloutier, Kaylah",Female,159
"Agyei, Elisha",Female,174
"Martinez, Ariel",Female,158
"Rundle, Rory",Male,165
"Gary, Miguel",Male,174
"Bowens, Jera",Female,156
"Renteria, Aerial",Female,150
"Lozen, Arely",Female,158
"Zelaya, Naomi",Female,177
"Morales, Jenny",Female,172
"Egan, Kenyan",Male,173
"Schmidtke, Maria",Female,155
"Evans, Alexandria",Female,159
"Tilley, Lance",Male,175
"Polk, Craig",Male,174
"Zeng, Giovanni",Male,192
"Mcdaniel, Nathan",Male,188
"Godwin, Jordan",Male,187
"White, Thomas",Male,187
"Yan, Elijah",Male,171
"Henry, Jalyn",Female,162
"Nicholson, Victoria",Female,171
"Swall-Yarrington, Erika",Female,156
"Crisp, Saad",Male,195
"Wilkins, Clifton",Male,185
"Kim, Masaki",Male,172
"Lyons, Tias",Male,179
"Lucero, Julia",Female,167
"Kim, Matthew",Male,183
"Jefferson, Tanner",Male,194
"Estes, Amanda",Female,171
"Hammond, Cheyenne",Female,162
"Arellano, De'Ozhiana",Female,162
"Rowley, Jessie",Female,168
"Chen, Chance",Male,172
"Tran, Vijay",Male,167
"Williams, Cristian",Male,186
"Hoang, Anveshi",Male,193
"Puhl, Casey",Female,168
"Varner, Colin",Male,183
"Cheng, Colin",Male,175
"Ochoa, Lakshmipriya",Female,148
"Gutierrez, Valeria",Female,173
"Sasser, Cheyene",Female,176
"Ornelas, Michelle",Female,166
"Martin, Jonathan",Male,176
"Tran, Benson",Male,190
"Naitaqi, Dante",Male,182
"Anderson, Jose",Male,185
"Lee, Kc",Male,172
"Jones, Ethan",Male,170
"Limon Rodriguez, Brita",Female,165
"Lewis, Benjamin",Male,180
"Moye, David",Male,170
"Silver, Maliek",Male,175
"Wilson, Kyle",Male,175
"Anderson Cayasso, Atif",Male,169
"Jones, Abraham",Male,179
"Howard, Andres",Male,182
"Barnes, Baylee",Female,161
"Fernandez, Amber",Female,177
"Mckay, Mariah",Female,154
"Ward, Sendy",Female,155
"Huynh, Michael",Male,182
"Alexander-Teel, Hannah",Female,163
"Butcher, Hayden",Male,173
"Williams, Emilio",Male,176
"Saenz, Briana",Female,172
"Tovar-Jimenez, Fidal",Male,171
"Tran, Malcolm",Male,180
"Amaro, Priscilla",Female,173
"Onstott, Tia",Female,172
"Cockerham, Mary",Female,158
"Kantha, Kacey",Male,174
"Araia, Isaac",Male,166
"Mills, Richard",Male,193
"Taylor, Ryan",Male,175
"Gallegos, Desmond",Male,167
"Juvan-Hubert, Thalia",Female,154
"Bridgeford, Sarah",Female,156
"Kim, Huan",Male,182
"Wyatt, Danica",Female,165
"Lor, Marcellus",Male,185
"Carter-Holland, Henry",Male,186
"Liu, Bronson",Male,173
"Atencio, Jennifer",Female,160
"Crockett, Manuel",Male,188
"Bruckner, Robert",Male,174
"Porage, Samuel",Male,180
"Carrillo Renteria, Rachel",Female,155
"Tafoya, Gabriel",Male,196
"Walkup, Vioney",Female,146
"Beemon, Adrian",Male,173
"Tolbertson, Gabriel",Male,177
"Stowell, Nicholes",Male,191
"Lichtner III, Marylou",Female,146
"Wong, Gregory",Male,168
"Nguyen, Brandon",Male,180
"Hu, Ahnaf",Male,166
"Jimenez, Monay",Female,166
"Works, Estiben",Male,182
"Hudson, Austin",Male,159
"Velez, Ermma",Female,155
"Aguilar Natividad, Annika",Female,161
"Zavala, Samuel",Male,171
"Crowe, Tamikah",Female,151
"Ta, Humza",Male,189
"Garcia Santos, Tiana",Female,161
"Laner, Andrew",Male,169
"Wichterman, Karali Mellisa",Female,169
"Gonzales, Thu",Female,162
"Almeida, Chasity",Female,173
"Bufkin, Shanya",Female,161
"Ahn, Kevin",Male,181
"Murphy, Kaitlynn",Female,165
"Torrez, Faith",Female,166
"Campbell, Taylor",Male,185
"Mares-Deluna, Claudia",Female,154
"Garcia, Brianna",Female,156
"Brown, Nikolas",Male,174
"Bunch, Nnedima",Female,168
"Sherlock, Brandon",Male,180
"Liberatore, Andrew",Male,178
"Dowell, Hannah",Female,155
"Harrell, Justice",Male,173
"Nelson, Juan",Male,174
"Chu, Gideon",Male,167
"Sakai, Kekoa",Male,172
"Moreno, D'Ambara",Female,172
"Harden, Matthew",Male,198
"Gutierrez-Rodriguez, Cheranique",Female,164
"Rudd, Michael",Male,178
"Gilbert-Mayes, Tyler",Male,181
"Rezaie-Khodabandelou, Kevin",Male,174
"Vann, Russell",Male,171
"Mcguire, Stephen",Male,190
"Allen, Skylar",Female,154
"Quick Bear, Angelo",Male,182
"Hamlet, Jesus",Male,177
"Quinn, Geodice",Male,177
"Finney, Andrea",Female,166
"Nguyen, D'Von",Male,174
"Huang, Nicholas",Male,177
"Matau, Daniel",Male,187
"Grossaint, Joo",Male,175
"Elie, Bradley",Male,168
"Weller, Brittany",Female,176
"Mendoza, Adrian",Male,185
"Johns, Ian",Male,192
"Hinh, Sengthong",Male,180
"Heredia, Hue",Female,160
"Khatter, Tyler",Male,183
"Regur, Christopher",Male,160
"Lam, Rick",Male,187
"Her, Braden",Male,174
"Bryne-Hammes, Sadie",Female,163
"Peck, Steven",Male,182
"Trinh, Kwang",Male,167
"Brillar, Candice",Female,174
"Smith, Connor",Male,183
"Vargas, Hui",Female,160
"Giang, Justin",Male,178
"Wilford, Kacey",Male,178
"Vang, Barima",Male,194
"Lee, Monica",Female,160
"Barisas, Aaron",Male,201
"Weaver, Tylan",Male,178
"Jones, Jefferson",Male,196
"Hawk, Marrina",Female,160
"Heideman, Matthew",Male,184
"Burnett, Louis",Male,180
"Johnson, Eduardo",Male,181
"Wallace, James",Male,181
"Whelan, Jennifer",Female,172
"Awe, Bunty",Male,186
"Williams, Sandra",Female,151
"Stewart, Zechariah",Male,175
"Hertz, Jordan",Male,187
"Kwon, Terry",Male,174
"Louderback, Katie",Female,161
"Griffin, Yantao",Male,164
"Robinson, Shiann",Female,165
"Nguyen, Jarnell",Male,172
"Takahashi, William",Male,179
"Alfaro, Veronica",Female,176
"Herrera-Diaz, Lindy",Female,184
"Davis, Joshua",Male,180
"Jones, Tapsuru",Male,188
"Torres, Jennifer",Female,154
"Long, Asher Erwin",Male,186
"Hudgins, Leo",Male,182
"Causey, Cameron",Male,183
"Ruiz, Danielle",Female,157
"Giang, Ryan",Male,163
"Gopal, Samuel",Male,158
"Moua, Miki",Male,185
"Davis, Katrina",Female,135
"Lewis, Tyler",Male,170
"Le, Darren",Male,177
"Chavez, Se",Female,189
"Tran, Sang",Male,175
"Nishida, Fredrick",Male,182
"Mercado, Maya",Female,166
"Sawvel, Roshanda",Female,155
"Watson, Brittany",Female,152
"Gutierrez, Rickilee",Female,166
"Pedersen, Phurba",Male,182
"Ionash, Kina",Female,171
"Johnson, Larissa",Female,154
"Tesfai, Brianna",Female,171
"Abegg-Rivera, Courtney",Female,152
"Biggers, Kirklan",Male,174
"Marble, Natalie",Female,161
"Walker, Amanda",Female,159
"Brandon, Luis",Male,190
"Wallis, Dianne",Female,175
"Reyna, Shantell",Female,162
"Padilla, Alexis",Female,158
"Aguirres, Jasmine",Female,153
"Simmons, Nyle",Male,195
"Yang, Nino",Male,193
"Lucero, Caitlin",Female,165
"Rohrkaste, Dalton",Male,187
"Fassel, Briana",Female,152
"Reed-Bridges, Francisco",Male,170
"Silas, Michael",Male,183
"Pedraza, Crystal",Female,171
"Ford, Alexandrina",Female,172
"Moreno, Padideh",Female,173
"Galvan, Marina-Ashley",Female,155
"Mccullough, Tila",Female,170
"Phan, Munir",Male,172
"Rios Cruz, Shalisa",Female,166
"Fitzsimmons, Bryce",Male,183
"Clinton, Gabriela",Female,164
"Atwater III, Devon",Male,179
"Salido, Bunga",Female,165
"Llamas, Sharlene",Female,167
"Tani, David",Male,182
"Russell, Isaiah",Male,178
"Loesch, Sabrina",Female,159
"Chimedtseren, Choua",Male,194
"Nand, Qimin",Male,187
"Devi, Daniel",Male,187
"Nguyen, Travon",Male,178
"Thapa, Richard",Male,175
"Denicola, Chao",Male,202
"Zumbrink, Imani",Female,175
"Haney, Donna",Female,180
"Wicks, Jacqueline",Female,165
"Shockley-Lowe, Jalaka",Female,145
"Elizondo, Khadejah",Female,153
"Greenwell, Angelee",Female,168
"Jaramillo, Victoria",Female,169
"Reilly, Larry",Male,174
"Shenoy, Malcolm",Male,188
"Klaassen-Cornish, Kasandra",Female,172
"Johnson, Autriana",Female,164
"Ferguson, Saurabh",Male,179
"Azam, Edwin",Male,195
"Clark, Abigail",Female,174
"Griffie, Eugene",Male,186
"Brooks, Deja",Female,167
"Batsaihan, De Jon",Male,172
"Davis, Victor",Male,173
"Wright, Alejandro",Male,179
"Brown, Harold",Male,176
"Caldwell, Bradley",Male,184
"Huynh, De'Ahnra",Male,184
"Maryland, Antonio",Male,179
"Martinez, Hitomi",Female,155
"Luong, Austin",Male,180
"Fernandez, Pao",Female,161
"Ruelas, Natalie",Female,155
"Curran, Chelsea",Female,161
"Espino, Ebone",Female,159
"Cale, Ashley",Female,156
"Garcia, Janet",Female,172
"Hiromasa, Cameron",Male,189
"Buasri, Rodney",Male,171
"Edwards-Rodriguez, Feza",Female,159
"Williams, Pablo",Male,190
"Valaski, Kelsey",Female,162
"Ouphasakda, Aaron",Male,164
"Ingram, Emily",Female,168
"Tolutau, Milo",Male,167
"Garcia, Brandon",Male,175
"Tarango, Tyler",Female,148
"So, Noah",Male,180
"Yang, Rashad",Male,183
"Kim, Cyrus",Male,175
"Thoms, Monique",Female,164
"Newton, Jacob",Male,173
"Elpuz, Ken",Male,177
"Yambao, Brandon",Male,176
"Garcia, Bu Sun",Female,178
"Hernandez, Kathryn",Female,162
"Pascua, Huy",Male,183
"Gallardo, Teyawna",Female,165
"Cardiel Carnero, Akosua",Female,172
"Intaratat, Micah",Male,172
"Hernandez, Nicole",Female,187
"Sem, Yosef",Male,188
"Luebano, Joi",Female,157
"Kang, Jan Jharize",Male,176
"Scott, Misael",Male,185
"Cooper, Jack",Male,179
"Celis Martha, Harmony",Female,183
"Cortez, Wesley",Male,180
"Brooks, Matthew",Male,171
"Weasel Bear, Justin",Male,179
"Kim, Knoa",Male,182
"Bravo, Kimberly",Female,154
"Jumpe, Christopher",Male,179
"Vongphackdy, Anthony",Male,176
"Carcamo, Sapphire",Female,162
"White, Matthew",Male,170
"Gonzalez-Terrazas, Lexess",Female,167
"Nguyen, Duy",Male,178
"Booton, Katherine",Female,172
"Tran, Cory",Male,182
"Chang, Detrick",Male,187
"Carson, Louis",Male,183
"Yang, David",Male,177
"Hess, Harrison",Male,170
"Visconti, Shelby",Female,190
"Holmes, Nicollette",Female,177
"Diffenderfer, Andrea",Male,177
"Wong, Aaron",Male,159
"Trojahn, Kyle",Male,189
"Lowry, Derek",Male,183
"Threats, Jonathan",Male,180
"Chu, Nulong",Male,180
"Matthews, Payam",Male,180
"Vasquez, Lashante",Female,169
"Bueno, Shaleena",Female,157
"Jardine, Desiree",Female,166
"Carrillo, Samone",Female,149
"Padilla, Elizabeth",Female,160
"Rouillard, Michael",Male,176
"Huynh, Joseph",Male,185
"Ramirez, Pinkan",Female,179
"Pradhan, Bruce",Male,182
"Boyd, Alego",Male,183
"Ford, Nicolas",Male,179
"Castaneda-Romero, Olivia",Female,156
"Federico, Leah",Female,165
"Hirano, Javier-Luis",Male,191
"Murphy, Gage",Male,179
"Ravichandran, Jeffery",Male,178
"Her, Vandross",Male,188
"Agboglo, Andres",Male,170
"Nelson, Dion",Male,176
"Boland, Mallory",Female,168
"Wagner Spikes, Zvi",Female,162
"Stahl, Anthony",Male,175
"Duran, Jazmyn",Female,165
"Dolley, Joshua",Male,187
"Lewis, Alex",Male,186
"Bryant, Brittany",Female,163
"Moore, Kendall",Female,172
"Appenzeller, Kessanet",Female,172
"Olguin, Mckenzie",Female,154
"Merrill, Kashaun",Male,192
"Michel, Christian",Male,193
"Tran, Jalen",Male,186
"Plantillas, Jean",Female,159
"Kue, Kendrick",Male,187
"Platt, Benjamin",Male,189
"Rees, Valentina",Female,164
"Hernandez, Ashlee",Female,169
"Martinez, Susana",Female,160
"Yong, Matthew",Male,187
"Engeldahl, Desiree",Female,158
"Doerr, Robel",Male,188
"Hill, Juanita",Female,150
"Deanda, Jannelle",Female,159
"Enos, Eugene",Male,171
"Mcadory, Alfred",Male,181
"Gopalakrishnan, Aaron",Male,173
"Davidson, Mallori",Female,162
"Hughes, Javier",Male,186
"Stone, Zachary",Male,182
"Parros, Paulina",Female,166
"Anglin, Gabriel",Male,177
"Oh, Christian",Male,184
"Rakestraw, Ruby",Female,159
"Prieto Lopez, Michelle",Female,158
"Runningbear, Mahpiya",Male,176
"Cooper, Olie",Male,170
"Lawson, Varun",Male,175
"Frederiksen, Sarah",Female,162
"La, Huseen",Male,180
"Sanchez, Khampeng",Female,162
"Spetsas, Ebony",Male,173
"Dargahi, Alexis",Female,164
"Johnson, Greyland",Male,189
"Coria, Meilani",Female,170
"Basu, Andy",Male,168
"Sednek, Hannah",Female,160
"Hoang, Bazin",Male,184
"Demoss, Ashley",Female,146
"Montoya, Chanae",Female,174
"Ballard, Adriana",Female,157
"Wada, Vinay",Male,184
"Jin, Jeong Min",Male,190
"Marshall, Michael",Male,176
"Stokes Jr, Alexis",Male,184
"Lopez, Gurleen",Female,165
"Johansen, Cristy",Female,160
"Tafoya, Deion",Male,193
"Conti, Milo",Male,175
"Torres Castillo, Danessa",Female,159
"Shrestha, Kasimir",Male,182
"Cruz, Latisha",Female,160
"Nichols, Jamal",Male,174
"Pryor, Geoffrey",Male,176
"Bonner, Cochise",Male,186
"Desantiago, Alexeis",Female,161
"Tapp, Jasmine",Female,163
"Tran, Jerve",Male,187
"Ryan, Desiree",Female,161
"Nguyen, Walter",Male,175
"Thompson, Emily",Female,147
"Liles, Nathan",Male,187
"Madrill, Grace",Female,158
"Hemphill, Angelique",Female,163
"Smith, Genevieve",Female,174
"Grano, Malik",Male,183
"Siu, Clay",Male,177
"Donley, Amber",Female,145
"Piechowski, Trevor",Male,194
"Trujillo, Nataya",Female,166
"Hamlet, Dimitri",Male,170
"Ghimire, Nyang",Male,172
"Ogbazghi, Isaac",Male,178
"Kim, Davonte",Male,185
"Hains, Madison",Female,164
"Kliche, Nicole",Female,162
"Iverson, Jacey",Female,165
"Jiron, Tori",Female,164
"Miles, Jose",Male,186
"Lee, Jose",Male,178
"Baumann, Candice",Female,161
"Weaver, Taylor",Male,183
"Gonzales, Justin",Male,195
"Danner, Eduardo",Male,179
"Wasilkow, Halie",Female,155
"Everett, Daniel",Male,177
"Wright, Brandon",Male,183
"Martinez, Aric",Male,172
"Few, Dakota",Male,189
"Hill, Daniel",Male,188
"Shepherd, Michael",Male,175
"Chimedtseren, Drew",Male,176
"Lynn, Donovon",Male,168
"Sorenson, Kaylyn",Female,161
"Moreno Avila, Jamylia",Female,164
"Pham, Justin",Male,176
"Stewart-Mcghee, Andrew",Male,165
"King, Prakhar",Male,166
"Hanckel, Mikayla",Female,170
"Richey, Cynthia",Female,158
"Magsaysay II, Chantra",Male,186
"Marin, Sheyla",Female,176
"Dinh, Na'Inoa",Male,181
"Guevara, Elexxus",Female,157
"Delacerda, Tarron",Male,186
"Montgomery, Jayana",Female,156
"Nelson, John",Male,176
"Wongveerakul, Davaughn",Male,175
"Ayala, Mae",Female,163
"Morin, Kaylee",Female,166
"Munoz, Bria",Female,168
"Gutierrez-Matias, Destiny",Female,166
"Davis, Valencia",Female,164
"Gonzales, Leonard",Male,188
"Zelaya, Charlie",Female,171
"Smith II, Eric",Male,180
"Mendoza, Sendy",Female,153
"Gray, Joseph",Male,170
"White Forgy, Sarah",Female,158
"Adams, Edwin",Male,178
"Novak, Brissa",Female,166
"Mccomb, Mariah",Female,149
"Abo, Bobby",Male,178
"Jasso Gutierrez, Mindy",Female,154
"Alkali, Alexa",Female,152
"Valentine, Cristina",Female,168
"Farley, Marina",Female,164
"Candelaria, Brittney",Female,154
"Le, Karanveer",Male,179
"Richardson, Kelsey",Female,169
"Villanueva, Dianna",Female,163
"Ginley, Jaqueline",Female,176
"Stanley, Richard",Male,187
"Sandoval, Lois",Female,156
"Young, Melanie",Female,156
"Harding, Michael",Male,180
"Tangeman, Reyna",Female,162
"Johnston, Veronica",Female,166
"Felton, Erick",Male,182
"Matschke, Marissa",Female,156
"Garcia, Brianna",Female,162
"Embry, Jorge",Male,181
"Goodell, Shequan",Male,173
"Gill, Lakota",Male,183
"King, Christopher",Male,179
"Benyak, Alexandria",Female,166
"Garcia, Hoang",Female,156
"Berns-Laborde, Tara",Female,164
"Benine, Amber",Female,173
"Warren, Wyona",Female,162
"Chabot, Kristen",Female,160
"Mcwilliams, Billy",Male,178
"Lontine, Maggie",Female,148
"Gonzalez, Shiema",Female,170
"Martinez, Isis",Female,171
"Canty, Dilan",Male,176
"Tatum, Anthony",Male,168
"Trowell, Justin",Male,168
"Offord, Brandon",Male,180
"Bui, Ryan",Male,171
"Smith, Ylania",Female,162
"Thomas, Nicanor",Male,206
"Miranda, Jenae",Female,163
"Doan, Jeremiah",Male,172
"Marshall, Rachel",Female,164
"Gorsky, Peter",Male,176
"Cruz, Hela",Female,154
"Soong, Brandon",Male,190
"Stark, Ariana",Female,166
"Palmer, Kati",Female,162
"Agan, Dylan",Male,174
"Smith, Brittney",Female,167
"Lutz, Destini",Female,164
"Harrison, Mauro",Male,166
"Hernandez Gonzalez, Amanda",Female,171
"Jaramillo, Brandon",Male,186
"Yang, Dontay",Male,162
"Nguyen, Dennis",Male,172
"Davis, Evan",Male,197
"Vu, Chue Fue",Male,182
"Olson, Daianna",Female,164
"Randleman, Ricardo",Male,159
"Martinez, Brittany",Female,161
"Sandoval, Cynthia",Female,162
"Omega, Shemar",Male,183
"Zhang, Long",Male,184
"Porcelli, Tiana",Female,165
"Rigney, Kami",Female,150
"Quidachay, Maurice",Male,160
"Jones, Dillon",Male,180
"Duong, Tyme",Male,178
"Fears, Christopher",Male,191
"Hamm, Nicholas",Male,166
"Cesar, Elizabeth",Female,162
"Olander, Vanessa",Female,178
"Pernice, Miguel",Male,167
"Fritts, Jayme Gwynn",Male,195
"Lao, Henry",Male,169
"Xayarath, Andrew",Male,174
"Parham, Erick",Male,166
"Alkarim, Billy",Male,187
"Sullivan, Mitchell",Male,175
"Johnson, Justin",Male,180
"Granillo, Grace",Female,166
"Weed, Marisa",Female,166
"Pedroza, Tayara",Female,156
"Mccarthy, Salvatore",Male,168
"Abram, Carlos",Male,183
"Lopez Barraza, Jaspreet",Female,163
"Nguyen, Jhoirhaz",Male,181
"Little, Leidy Elizabeth",Female,157
"Nguyen, Phoenix",Male,166
"Vo, David",Male,185
"Bryant, Hing",Male,170
"Cook, Katharine",Female,161
"Yu, Javier",Male,172
"Koller, Elizabeth",Female,155
"Wong, David",Male,184
"Reynolds, Tyler",Male,177
"Amadou, Naomi",Female,161
"Hoilman, Andrea",Female,171
"Lovato, Ana",Female,172
"Rosa, Savannah",Female,174
"Debirova, Lauren",Female,149
"Kim, Dyon",Male,179
"Woods, Kayla",Female,160
"Gutierrez, Cindy",Female,162
"Ruiz, Dominique",Female,170
"Yun, Michael",Male,184
"Bishop, Lamar",Male,196
"Teshome, Julio",Male,179
"Pham, Anthony",Male,183
"Munoz, Deborah",Female,174
"Lopez, Rachel",Female,152
"Mata, Deionna",Female,172
"Mocevic, Letticia",Female,174
"Wright, Emily",Female,178
"Battugs, Christopher",Male,191
"Strauss-Subia, Lance",Male,169
"Rodriguez, Henna",Female,164
"Walters, Ashlynne",Female,169
"Weston, Caroline",Female,150
"Cooks, Nicholas",Male,178
"Colombo-Davis, Ronald",Male,185
"Casillas Jimenez, Faith",Female,153
"Pena Vazquez, Alexus",Female,169
"Meek, Faustino",Male,182
"Eden, Marina",Female,171
"Johnson, Rylie",Female,159
"Duke, Carrie",Female,169
"Ruiz, Crystal",Female,162
"Beehler, Alan",Male,172
"Lam, Sheikhnoor",Male,180
"Barr, Hannah",Female,168
"Schlosky, Katrina",Female,164
"Tsui, Austin",Male,177
"Kimbrel, Alexander",Male,180
"Laneir, William",Male,177
"Wong, Glen",Male,170
"Nelms, Trevor",Male,182
"Ballard, Danielle",Female,158
"Braun, Olivia",Female,169
"Chavez, Coyote-Cache",Male,182
"Nguyen, Jerry",Male,179
"Reed, Taylor",Female,153
"Wade, Auston",Male,176
"Tourgee, Aaron",Male,170
"Avilova, Rohit",Male,175
"Fuller, Patricia",Female,177
"Burmeister, Jasmin",Female,170
"Geer, Alexandria",Female,180
"Lewis, Caleb",Male,178
"Powell, Rabecca",Female,159
"Estrada, Tennail",Female,170
"Hernandez, Racquel",Female,165
"Parazak, Nina",Female,160
"Tran, Dejante",Male,190
"Tran, Brandon",Male,189
"Olivas, Rahwa",Female,174
"Pacheco, Drew",Male,177
"Cargill, Erik",Male,179
"Kim, Joseph",Male,181
"Meyer, Henry",Male,177
"Meza, Mariah",Female,179
"Peebles, Joel",Male,179
"Cisneros, Mijoly",Female,162
"Caraveo, Grace",Female,160
"Kloberdanz, Craig",Male,178
"Picazo, Natia",Female,168
"Romero, Miah",Female,159
"Coleman, Jordan",Male,175
"Nguyen, Alex",Male,187
"Sein-Ware, Jeff",Male,190
"Fifita, Al",Male,173
"Jaramillo, Brittney",Female,164
"Bell, Keiandra",Female,175
"Medrano, Audriana",Female,149
"Brooks, Douglas",Male,166
"Wolff, Nathalie",Female,176
"Ferguson, Mimi",Female,179
"Mckinney, Brian",Male,185
"Rosenbaum, Solumkenechukwu",Male,180
"Case, Audriana",Female,155
"Vargas, Sarah",Female,150
"Nguyen, Kumasi",Male,175
"Wilson, Francisco",Male,179
"Holum, Dameion",Male,182
